Collection,Title,IA Creator,IA Publisher,Date,URL,IA ID,IA Subject,Zones,Illustration Level,Illustration Note,General Note,Gov Doc,Fiction / Poetry / Lit Crit,Diary / Memoir
,Handbook of trail campcraft,National Council of the Young Men's Christian Associations of the United States of America,New York : Association Press,1954,http://www.archive.org/details/handbookoftrailc00natirich/mode/thumb?view=theater,handbookoftrailc00natirich,Camping,"4.3,2.7,10.0,10.1",Bountiful,"Photos, illustrations",,,,
x,Handy Dog Booklet Series,"Judy, Will, 1891- [from old catalog]","Chicago, Judy Pub. Co.",1944-1945,"https://archive.org/details/prelinger_library?tab=collection&query=""Handy+Dog+Booklet+Series""",,"Dogs, Dogs","2.7,5.0,10.4,10.1,8.2",Bountiful,Illustrations,,,,
,Happy Hollow farm,"Lighton, William R. (William Rheem), 1866-1923","New York, George H. Doran company",c1915,http://www.archive.org/details/happyhollowfarm00lighrich/mode/thumb?view=theater,happyhollowfarm00lighrich,Farm life,"2.0,2.7",Light,Photos,,,,
,"Harnessing the earthworm; a practical inquiry into soil-building, soil-conditioning and plant nutrition through the action of earthworms","Barrett, Thomas Jason, 1884-","Boston, B. Humphries",1950,http://www.archive.org/details/harnessingearthw00barrrich/mode/thumb?view=theater,harnessingearthw00barrrich,"Earthworm culture, Earthworms","1.2,2.0",Light,"Photos, illustrations",,,,
,Harry Bridges on trial,"Ward, Estolv Ethan, 1900-",New York : Modern Age Books,c1940,http://www.archive.org/details/harrybridgesontr00wardrich/mode/thumb?view=theater,harrybridgesontr00wardrich,"Bridges, Harry, 1901-, Stevedores -- Labor unions United States","0.0,11.4,10.2",,,,,,
,"Haunch, paunch and jowl; an anonymous autobiography","Ornitz, Samuel, 1890-1957","New York, Boni and Liveright",c1923,http://www.archive.org/details/haunchpaunchandj00ornirich/mode/thumb?view=theater,haunchpaunchandj00ornirich,"Jews -- New York (State) New York, Assimilation (Sociology), Children of immigrants, Jewish families, Young men, Lower East Side (New York, N.Y.) -- Fiction","8.5,0.4",,,Autofiction?,,x,x
,He wanted to sleep in the Kremlin,"Schacher, Gerhard, 1896-","New York, Reynal & Hitchcock",1942,http://www.archive.org/details/hewantedtosleepi00scharich/mode/thumb?view=theater,hewantedtosleepi00scharich,"World War, 1939-1945 -- Soviet Union","0.6,11.0,11.4",,,,,,
,Health and growth series,"Charters, W. W. (Werrett Wallace), 1875-1952",New York : Macmillan,1935,http://www.archive.org/details/healthgrowthseri00charrich/mode/thumb?view=theater,healthgrowthseri00charrich,"Hygiene, Physiology","10.1,12.3,8.1",Bountiful,Illustrations,,,,
,"Health by doing / by William E. Burkard, Raymond L. Chambers, Frederick W. Maroney","Burkard, William Edwin, 1890-",Chicago : Lyons & Carnahan,1941,http://www.archive.org/details/healthbydoingbyw00burkrich/mode/thumb?view=theater,healthbydoingbyw00burkrich,Hygiene,"10.1,12.3",Bountiful,Color illustrations,,,,
,Health habits,"O'Shea, Michael Vincent, 1866- [from old catalog]","New York, The Macmillan company",1924,http://www.archive.org/details/healthhabits00osherich/mode/thumb?view=theater,healthhabits00osherich,"Physiology. [from old catalog], Hygiene. [from old catalog]","10.1,12.3",Bountiful,Illustrations,,,,
,"Health habits, physiology and hygiene","Burkard, William Edwin, 1890-","Chicago, New York, Lyons and Carnahan",c1925,http://www.archive.org/details/healthhabitsphys00burkrich/mode/thumb?view=theater,healthhabitsphys00burkrich,"Physiology, Hygiene","10.1,12.3",Bountiful,Illustrations,,,,
,Health in handcuffs,"Kingsbury, John Adams, 1876-1956","New York, Modern Age Books",c1939,http://www.archive.org/details/healthinhandcuff00kingrich/mode/thumb?view=theater,healthinhandcuff00kingrich,"Public health -- United States, National health services, Medical economics, Insurance, Health -- United States","12.3,10.2",,,,,,
,Health lessons (Book 1),"Davison, Alvin, 1868-1915.","New York, Cincinnati [etc.] American book company",c1910,http://www.archive.org/details/healthlessonbook00davirich/mode/thumb?view=theater,healthlessonbook00davirich,"Physiology -- Juvenile literature., Hygiene -- Juvenile literature.","10.1,10.4,9.1",Bountiful,Illustrations,,,,
,Health lessons (Book 2),"Davison, Alvin, 1868-1915.","New York, Cincinnati [etc.] American book company",c1909,http://www.archive.org/details/healthlessons00davirich/mode/thumb?view=theater,healthlessons00davirich,"Physiology -- Juvenile literature., Hygiene -- Juvenile literature.","10.1,10.4,9.1",Bountiful,Illustrations,,,,
,"Hearing before the United States Commission on Civil Rights. Hearing held in San Francisco, California, May 1-3, 1967 and Oakland, California, May 4-6, 1967",United States Commission on Civil Rights,"[Washington, U.S. Govt. Print. Off.",1967,http://www.archive.org/details/hearing1967beforeuni00unitrich/mode/thumb?view=theater,hearing1967beforeuni00unitrich,"Civil Rights, Minorities","10.2,9.4",,,,x,,
,Hell's cauldron,"Wilcox, Gerald Erasmus, 1904-","Atlanta, Stratton-Wilcox Co.",1953,http://www.archive.org/details/hellscauldron00wilcrich/mode/thumb?view=theater,hellscauldron00wilcrich,"Veterans -- United States, Military hospitals, Psychiatric hospitals -- United States","11.0,12.1",,,,,,
,"Hello, America! Radio adventures in Europe","Saerchinger, César, 1889-","Boston, Houghton Mifflin company",1938,http://www.archive.org/details/helloamericaradi00saerrich/mode/thumb?view=theater,helloamericaradi00saerrich,Radio broadcasting,7.3,Light,Photos,,,,
,Helping men own farms; a practical discussion of government aid in land settlement,"Mead, Elwood, 1858- [from old catalog]","New York, The Macmillan company",1920,http://www.archive.org/details/helpingmenownfar00meadrich/mode/thumb?view=theater,helpingmenownfar00meadrich,"Agricultural colonies -- California. [from old catalog], Agricultural colonies -- Australia. [from old catalog], Durham state land settlement. [from old catalog]","2.0,11.4,10.2",Light,"Photos, illustrations",,,,
,Her Majesty's Tower,Hepworth Dixon,,,http://www.archive.org/details/hermajestystower00hepwrich/mode/thumb?view=theater,hermajestystower00hepwrich,,0.6,Light,Illustrated chapter headings,,,,
,Herb lore,Fong Wan Herb Co,"Oakland, Fong Wan",1936,http://www.archive.org/details/herblore00fongrich/mode/thumb?view=theater,herblore00fongrich,"Fong, Wan, Fong Wan Herb Company, Herbs -- Therapeutic use, Medicine, Chinese","0.0,12.3",Medium,Illustrations,Chinese diaspora in CA,,,
,Here comes labor,"Wright, Chester Maynard, 1883-","New York, The Macmillan company",1939,http://www.archive.org/details/herecomeslabor00wrigrich/mode/thumb?view=theater,herecomeslabor00wrigrich,Labor and laboring classes -- United States,"11.4,10.1",Light,Illustrations,,,,
,Here is television : your window to the world,"Hutchinson, Thomas H., 1892-","New York, Hastings House",c1950,http://www.archive.org/details/hereistelevision00hutcrich/mode/thumb?view=theater,hereistelevision00hutcrich,"Television, Television broadcasting",7.0,Bountiful,"Photos, illustrations",,,,
,Here's New England : a guide to vacationland,Federal Writers' Project,Boston : Houghton Mifflin,1939,http://www.archive.org/details/heresnewenglandg00federich/mode/thumb?view=theater,heresnewenglandg00federich,,"4.3,0.4",Bountiful,"Maps, photos",,,,
,Hetch Hetchy; its origin and history,"O'Shaughnessy, Michael Maurice, 1864-","San Francisco, Calif.",1934,http://www.archive.org/details/hetchhetchyitsor00osharich/mode/thumb?view=theater,hetchhetchyitsor00osharich,"Water-supply -- California San Francisco, Hetch Hetchy Valley (Calif.)","0.0,4.1,4.0",Medium,Photos,,,,
,High pressure: what it is doing to my town and my neighbors,"Sprague, Jesse Rainsford, 1872-1946","New York, Doubleday, Doran & co., inc.",1938,http://www.archive.org/details/highpressure00sprarich/mode/thumb?view=theater,highpressure00sprarich,"United States -- Economic conditions 1918-1945. [from old catalog], United States -- Social conditions. [from old catalog]","5.0,8.2,12.2",,,,,,
,High School of Commerce,"High School of Commerce (San Francisco, Calif.)","[San Francisco, Calif.] : High School of Commerce",1916,http://www.archive.org/details/high1935schoolofcomm00highrich/mode/thumb?view=theater,high1935schoolofcomm00highrich,"High School of Commerce (San Francisco, Calif.), School yearbooks, Student newspapers and periodicals","0.0,10.1,10.0",Bountiful,Highschool yearbook,,,,
,High treason; the plot against the people,"Kahn, Albert Eugene, 1912-1979","New York, Lear Publishers",1950,http://www.archive.org/details/hightreasonplota00kahnrich/mode/thumb?view=theater,hightreasonplota00kahnrich,"Fascism, Subversive activities","10.2,11.1,10.3,11.0",,,,,,
,Highway administration and finance,"Agg, T. R. (Thomas Radford), b. 1878","New York [etc.] McGraw-Hill Book Company, Inc.",1927,http://www.archive.org/details/highwayadministr00aggtrich/mode/thumb?view=theater,highwayadministr00aggtrich,"Roads, Roads -- Finance","3.0,4.1",,,,,,
,Highway transportation re-makes America,National Highway Users Conference,Washington,1939,http://www.archive.org/details/highwaytransport00natirich/mode/thumb?view=theater,highwaytransport00natirich,"Transportation, Automotive, Automobiles","3.0,10.1,4.1",Medium,Catroons,,,,
,Highways in our national life; a symposium,"Labatut, Jean, 1899- ed","Princeton, Princeton University Press",1950,http://www.archive.org/details/highwaysinournat00labarich/mode/thumb?view=theater,highwaysinournat00labarich,"Roads -- United States, Roads -- History","3.0,4.1,0.6",Light,"Maps, illustrations, photos",,,,
,Historical Essays,E.A. Freeman,,,http://www.archive.org/details/historicalessays04eafrrich/mode/thumb?view=theater,historicalessays04eafrrich,,0.6,,,,,,
,Historical essays,"Froude, James Anthony, 1818-1894",New York : John B. Alden,1886,http://www.archive.org/details/historicalessays00frourich/mode/thumb?view=theater,historicalessays00frourich,History,0.6,,,,,,
,History and antiquities of New Haven (Conn.) from its earliest settlement to the present time,"Barber, John Warner, 1798-1885, comp","New Haven, J.W. Barber",1831,http://www.archive.org/details/historyandantiqu00barbrich/mode/thumb?view=theater,historyandantiqu00barbrich,"New Haven (Conn.) -- History, New Haven (Colony) -- History",0.4,Medium,Illustrations,,,,
,History of color photography,"Friedman, Joseph Solomon, 1899-","Boston, The American photographic publishing company",1945,http://www.archive.org/details/historyofcolorph00frierich/mode/thumb?view=theater,historyofcolorph00frierich,"Color photography -- History, Color photography","6.1,12.4",Bountiful,Technical diagrams,,,,
,History of England (v. 2),David Hume,,,http://www.archive.org/details/historyofengland02davirich/mode/thumb?view=theater,historyofengland02davirich,genealogy,0.6,,,,,,
,History of England (v.1),David Hume,,,http://www.archive.org/details/historyofengland01davirich/mode/thumb?view=theater,historyofengland01davirich,genealogy,0.6,,,,,,
,History of England (v.5),David Hume,,,http://www.archive.org/details/historyofengland05davirich/mode/thumb?view=theater,historyofengland05davirich,genealogy,0.6,,,,,,
,"History of manual and industrial education, 1870 to 1917","Bennett, Charles Alpheus, 1864-","Peoria, Ill., The Manual arts press",c1937,http://www.archive.org/details/historyofmanuali00bennrich/mode/thumb?view=theater,historyofmanuali00bennrich,"Technical education -- History., Manual training -- History.","10.0,2.5,5.4,11.4",Bountiful,Illustrations,,,,
,"History of modern France, 1815-1913","Bourgeois, Emile, 1857-1934",Cambridge [Eng.] The University press,1919,http://www.archive.org/details/historyofmodernf01bourrich/mode/thumb?view=theater,historyofmodernf01bourrich,France -- History 1789-1900,0.6,,,,,,
,"History of North American pinnipeds, a monograph of the walruses, sea-lions, sea-bears and seals of North America","Allen, J. A. (Joel Asaph), 1838-1921","Washington, Gov't print. off.",1880,http://www.archive.org/details/historyofnortham00allerich/mode/thumb?view=theater,historyofnortham00allerich,"Pinnipedia -- North America, Mammals -- North America","2.1,1.2",Medium,Illustrations,,x,,
,"History of peace. Comp. from governmental records, official reports, treaties, conventions, peace conferences and arbitrations","Boyle, Homer L.","Grand Rapids, Mich., History of peace publishing co",c1902,http://www.archive.org/details/historyofpeaceco00boylrich/mode/thumb?view=theater,historyofpeaceco00boylrich,"Peace., Arbitration, International","11.2,0.6,11.0",,,,x,,
,History of the Atlantic telegraph,"Field, Henry M. (Henry Martyn), 1822-1907","New-York, C. Scribner & Co.",1867,http://www.archive.org/details/historyofatlanti00fielrich/mode/thumb?view=theater,historyofatlanti00fielrich,Transatlantic cables,"7.3,0.6",,,,,,
,Hog shelters and equipment for southern states,United States Agricultural Research Service,"Washington, D.C. : U.S. Dept. of Agriculture",1957,http://www.archive.org/details/hogsheltersequip00unitrich/mode/thumb?view=theater,hogsheltersequip00unitrich,Swine,"0.5,2.7,2.0",Bountiful,"Illustrations, floorplans",,,,
,"Home and health and home economics : a cyclopedia of facts and hints for all departments of home life, health, and domestic economy","Fowler, Charles Henry, 1837-1908",New York : Phillips & Hunt,"l880, c1879",http://www.archive.org/details/homehealthhomeec00fowlrich/mode/thumb?view=theater,homehealthhomeec00fowlrich,"Hygiene, Home economics, Home","5.2,12.3,10.4",,,,,,
,"Home finance and taxation; reports of the Committees on Finance, Frederick H. Ecker, chairman; Taxation, Thomas S. Adams, chairman;","President's Conference on Home Building and Home Ownership (1931 : Washington, D.C.)","Washington, D.C., The President's Conference on Home Building and Home Ownership",1932,http://www.archive.org/details/homefinanceandta00presrich/mode/thumb?view=theater,homefinanceandta00presrich,"Real property -- United States, Mortgages -- United States, Taxation -- United States, Mortgage banks -- United States","5.1,10.2,12.2",,,,,,
,Home geography and world relations,"Dodge, Richard Elwood, 1868-1952","Chicago, London [etc.] Rand, McNally & Company",1904,http://www.archive.org/details/homegeographywor00dodgrich/mode/thumb?view=theater,homegeographywor00dodgrich,Geography,"10.1,1.0,0.6",Bountiful,"Photos, Illustrations",,,,
,"Home ownership, income and types of dwellings; reports of the Committees on Home Ownership and Leasing, Ernest T. Trigg, chairman, Relationship of Income and the Home, Niles Carpenter, chairman, Types of Dwellings, John Ihlder, chairman;","President's Conference on Home Building and Home Ownership (1931 : Washington, D. C.)","Washington, D.C., The President's Conference on Home Building and Home Ownership",c1932,http://www.archive.org/details/homeownershipinc00presrich/mode/thumb?view=theater,homeownershipinc00presrich,"Dwellings, Housing -- United States, Architecture, Domestic, Housing -- New York (State) Buffalo","5.0,5.1,5.3,4.2",Medium,"Photos, illustrations, charts, graphs",,,,
,Home progress,"McCracken, Elizabeth, 1876- ed","Boston, Houghton Mifflin company",1912,http://www.archive.org/details/homeprogress00mccrrich/mode/thumb?view=theater,homeprogress00mccrrich,"Children -- Care and hygiene Periodicals., Child rearing","5.2,10.4,9.2",Bountiful,"Illustrations, ads",,,,
,Homebook of Greater Seattle,C.R. Dennison,,,http://www.archive.org/details/homebookofgreate00crderich/mode/thumb?view=theater,homebookofgreate00crderich,,"0.2,5.0,5.3,5.4,5.6",Bountiful,"Illustrations, ads",,,,
,"Homemaking, home furnishing and information services; reports of the committees on homemaking--housing and family life","President's conference on home building and home ownership (1931 : Washington, D. C.)","Washington, D.C., The President's conference on home building and home ownership",c1932,http://www.archive.org/details/homemakinghomefu00presrich/mode/thumb?view=theater,homemakinghomefu00presrich,"Home, Interior decoration, Home economics -- United States, Home economics -- Study and teaching, Family, Dwellings, Housing","5.2,5.4",Medium,"Photos, illustrations",,,,
,Homes for workers,United States Housing Authority,"Washington, U.S. Govt. Print. Off.",1937,http://www.archive.org/details/homesforworkers00unitrich/mode/thumb?view=theater,homesforworkers00unitrich,"Housing -- United States, Working class -- Dwellings","5.0,5.1,4.2,5.3,11.4",Bountiful,Illustrations,,,,
,Homes for workers in planned communities thru collective action,"International Union, United Automobile, Aerospace, and Agricultural Implement Workers of America","Detroit : International Union, United Automobile, Aircraft and Agricultural Implement Workers of America",c1943,http://www.archive.org/details/homesforworkersi00interich/mode/thumb?view=theater,homesforworkersi00interich,"Housing -- United States, Working class -- Dwellings United States","5.0,5.1,5.3,11.4",Bountiful,"Photocollages, maps",,,,
,Homes for workmen; a presentation of leading examples of industrial community development,Southern Pine Association,"New Orleans, La., Southern Pine Association",c1919,http://www.archive.org/details/homesforworkmenp00soutrich/mode/thumb?view=theater,homesforworkmenp00soutrich,"Housing -- United States, Working class -- Dwellings, Architecture, Domestic","5.0,5.3,11.4",Bountiful,"Photos, floorplans",,,,
,"Homicide investigation : a pocket companion for the district attorney, lawyer and detective with a complete digest of evidence pertaining to homicide","Frankel, Harold A","Philadelphia, Gainor Press",1931,http://www.archive.org/details/homicideinvestig00franrich/mode/thumb?view=theater,homicideinvestig00franrich,Homicide,"10.2,6.1",,,,,,
,Honorable spy,"Spivak, John L. (John Louis), b. 1897","New York, Modern Age Books",c1939,http://www.archive.org/details/honorablespy00spivrich/mode/thumb?view=theater,honorablespy00spivrich,"Secret service -- Japan, Spies, Propaganda, Japanese","11.0,0.6",,,,,,
,Hoof prints on forest ranges; the early years of national forest range administration,"Roberts, Paul H. (Paul Henley), b. 1891","San Antonio, Naylor Co",1963,http://www.archive.org/details/hoofprintsonfore00roberich/mode/thumb?view=theater,hoofprintsonfore00roberich,"United States. Forest Service, Grazing -- United States","2.1,2.7,1.1",Light,Photos,,,,
,Hope in America,"Strachey, John, 1901-1963","New York, Modern age books",c1938,http://www.archive.org/details/hopeinamerica00strarich/mode/thumb?view=theater,hopeinamerica00strarich,"United States -- Economic policy, United States -- Economic conditions 1918-1945","10.2,11.0,11.2",,,,,,
,Horizons,"Geddes, Norman Bel, 1893-1958","Boston, Little, Brown, and Company",1932,http://www.archive.org/details/horizons00geddrich/mode/thumb?view=theater,horizons00geddrich,"Design, Industrial arts, Architecture -- Designs and plans","5.3,3.0,3.1,6.0,12.2",Bountiful,Wacky midcentury industrial design,,,,
,"House design, construction and equipment; reports of the committees on design, William Stanley Parker, chairman; construction, Albert P. Greensfelder, chairman; fundamental equipment, Collins P. Bliss, chairman;","President's Conference on Home Building and Home Ownership (1931 : Washington, D.C.)","Washington, D.C., The President's Conference on Home Building and Home Ownership",c1932,http://www.archive.org/details/housedesignconst00presrich/mode/thumb?view=theater,housedesignconst00presrich,"Dwellings, Architecture, Domestic -- United States, Building, Sanitation, Household","5.3,5.0",Medium,"Photos, floorplans",,,,
,Housebuilding in transition; based on studies in the San Francisco Bay area,"Maisel, Sherman J","Berkeley, University of California Press",1953,http://www.archive.org/details/housebuildingint00maisrich/mode/thumb?view=theater,housebuildingint00maisrich,Construction industry -- California San Francisco Bay Area,"0.0,5.1",,,,,,
,Household engineering; scientific management in the home,"Frederick, Christine, b. 1883","Chicago, American school of home economics",1923,http://www.archive.org/details/householdengine00fredrich/mode/thumb?view=theater,householdengine00fredrich,Home economics,"5.2,12.2",Medium,"Photos, illustrations, floorplans",,,,
,"Household managment and kitchens; reports of the committees on household management, Effie I. Raitt, chairman, kitchens and other work centers, Abby L. Marlatt, chairman","President's Conference on Home Building and Home Ownership (1931 : Washington, D.C.)","Washington, D.C., The President's Conference on Home Building and Home Ownership",c1932,http://www.archive.org/details/householdmanagme00presrich/mode/thumb?view=theater,householdmanagme00presrich,"Home economics -- United States, Kitchens, Home economics -- Accounting","5.2,5.3,5.4",,,,,,
x,Household Words,"Dickens, Charles, 1812-1870",London : Bradbury & Evans,1851-1856,"https://archive.org/details/prelinger_library?tab=collection&query=""Household+Words""",,,13.10,,,,,x,
,Houses for family living,"Gutheim, Frederick Albert, 1908-","New York, Woman's Foundation",1948,http://www.archive.org/details/housesforfamilyl00guthrich/mode/thumb?view=theater,housesforfamilyl00guthrich,"Dwellings, Family","10.4,5.0,5.3",Medium,Illustrations,,,,
,Houses for town or country,"Herbert, William, 1869-1930","New York, Duffield & company",1907,http://www.archive.org/details/housesfortownorc00herbrich/mode/thumb?view=theater,housesfortownorc00herbrich,"Architecture, Domestic","5.0,5.3,5.4,2.7",Bountiful,"Photos, Floorplans",,,,
,Housewives League magazine,Housewives League,"New York, N.Y. : Housewives League Magazine",1916,http://www.archive.org/details/housewivesleague07housrich/mode/thumb?view=theater,housewivesleague07housrich,,"5.2,9.2,8.1,10.4",Bountiful,"Photos, ads",,,,
,Housewives League magazine : official organ of the Housewives League,Housewives League (U.S.),"[New York City , N.Y. : Housewives League Magazine, Inc.",1913,http://www.archive.org/details/housewivesleague00housrich/mode/thumb?view=theater,housewivesleague00housrich,,"5.2,9.2,8.1,10.4",Bountiful,"Photos, ads",,,,
,"Housing ... U.S.A., as industry leaders see it","Atkinson, William Paul, 1905-","New York, Simmons-Boardman Pub. Corp",1954,http://www.archive.org/details/housingusaasindu00atkirich/mode/thumb?view=theater,housingusaasindu00atkirich,Housing -- United States,"5.0,5.1,4.2,5.3,5.6",Bountiful,"Photos, Illustrations, Neighborhood maps",,,,
,Housing and citizenship; a study of low-cost housing,"Gray, George Herbert, 1874-1945","New York, Reinhold publishing corporation",1946,http://www.archive.org/details/housingcitizensh00grayrich/mode/thumb?view=theater,housingcitizensh00grayrich,"Housing, City planning","5.1,4.2,5.3",Light,Photos,,,,
,"Housing and health. The proceedings of a round table at the 27th Annual Conference of the Milbank Memorial Fund, Nov. 15-16, 1950",Milbank Memorial Fund. [from old catalog],New York,1951,http://www.archive.org/details/housinghealthpro00milbrich/mode/thumb?view=theater,housinghealthpro00milbrich,"Housing. [from old catalog], Hygiene, Public. [from old catalog]","5.1,4.2,5.3,12.3",Light,Photos,,,,
,"Housing and the community--home repair and remodeling; reports of the Committees on Housing and the Community, Joseph H. Pratt, M. D., chairman; reconditioning, remodeling, and modernizing, Frederick M. Feiker, chairman;","President's Conference on Home Building and Home Ownership (1931 : Washington, D.C.)","Washington, D. C., The President's Conference on Home Building and Home Ownership",c1932,http://www.archive.org/details/housingandcommun00presrich/mode/thumb?view=theater,housingandcommun00presrich,"Housing, Dwellings, Sanitation, Household, Hygiene, Human beings -- Effect of environment on, Accidents -- Prevention, Repairing","5.0,5.2,5.3",Light,Maps and charts,,,,
,Housing and the housing problem,"Aronovici, Carol. [from old catalog]","Chicago, A. C. McClurg & co.",1920,http://www.archive.org/details/housingthehousin00aronrich/mode/thumb?view=theater,housingthehousin00aronrich,"Working class -- Dwellings, Garden cities. [from old catalog]","5.1,4.2,5.3",,,,,,
x,Housing Betterment,National Housing Association,New York : National Housing Association,1919-1924,"https://archive.org/details/prelinger_library?tab=collection&query=""Housing+Betterment""",,"Housing -- Periodicals, Housing -- United States Periodicals","5.0,5.1,5.3,4.2,4.1",,,,,,
,Housing comes of age,"Straus, Michael W., 1897- [from old catalog]","New York, Oxford University Press",1938,http://www.archive.org/details/housingcomesofag00strarich/mode/thumb?view=theater,housingcomesofag00strarich,"United States. Public Works Administration. Housing Division. [from old catalog], Housing -- United States. [from old catalog]","5.1,4.2,5.3",,,,,,
,Housing for the United States after the war ..,National association of housing and redevelopment officials.,"Chicago, Ill., National association of housing officials",1944,http://www.archive.org/details/housingforunited00natirich/mode/thumb?view=theater,housingforunited00natirich,Housing -- United States,"5.1,5.0,4.2,5.6",,,,,,
,"Housing management, principles & practices","Rosahn, Beatrice Greenfield","New York, Covici, Friede",c1937,http://www.archive.org/details/housingmanagemen00rosarich/mode/thumb?view=theater,housingmanagemen00rosarich,"Housing -- United States, Apartment houses -- United States, Tenement-houses -- United States, Landlord and tenant -- United States, Working class -- Dwellings","5.1,4.2,5.2",,,,,,
,"Housing objectives and programs; general sessions of the conference; reports of the correlating committees on technological developments, George K. Burgess, chairman, legislation and administration, Bernard J. Newman, chairman, standards and objectives, Lawrence Veiller, chairman, education and service, Albert Shaw, chairman, organization programs, local and national, Harlean James, chairman, research, James Ford, chairman;","President's Conference on Home Building and Home Ownership (1931 : Washington, D.C.)","Washington, D.C., The President's Conference on Home Building and Home Ownership",c1932,http://www.archive.org/details/housingobjective00presrich/mode/thumb?view=theater,housingobjective00presrich,"Housing, Housing -- United States, Architecture, Domestic","5.0,5.1,4.2,5.3,5.6",,,,,,
,"Housing problems in America : Proceedings of the 4th national congress on housing, Minneapolis October 6, 7, 8, 1915",National Conference on Housing,[New York : American Housing Association],1915,http://www.archive.org/details/housingproblems04natirich/mode/thumb?view=theater,housingproblems04natirich,"Housing -- United States Congresses, Housing -- United States","5.0,5.1,4.2,5.3,5.6",,,,,,
,"Housing problems in America : proceedings of the tenth National Conference on Housing, Philadelphia, January 28, 29, 30, 1929","National Conference on Housing (10th : 1929 : Philadelphia, Pa.)",New York : National Housing Association,1929,http://www.archive.org/details/housingproblemsi10natirich/mode/thumb?view=theater,housingproblemsi10natirich,Housing -- United States Congresses,"5.0,5.1,4.2,5.3,5.6",,,,,,
,"Housing reform, a hand-book for practical use in American cities","Veiller, Lawrence, 1872-1959","New York, Charities Publication Committee",1910,http://www.archive.org/details/housingreformhan00veilrich/mode/thumb?view=theater,housingreformhan00veilrich,"Working class -- Dwellings, Tenement-houses","5.1,4.2,5.3",,,,,,
,Housing the masses,"Aronovici, Carol, 1881-1957","New York, J. Wiley & Sons, inc.; London, Chapman & Hall, limited",1939,http://www.archive.org/details/housingmasses00aronrich/mode/thumb?view=theater,housingmasses00aronrich,Housing -- United States,"5.1,4.2,5.0,5.6,5.3",Medium,Photos and illustrations,,,,
x,Housing Yearbook,National Association of Housing Officials (U.S.),"Chicago, IL : Association",1938-1943,"https://archive.org/details/prelinger_library?tab=collection&query=""Housing+Yearbook""",,,"5.0,5.1,5.3,4.2,4.1",,,,,,
,"Housing, people, and cities","Meyerson, Martin","New York, McGraw-Hill",1962,http://www.archive.org/details/housingpeoplecit00meyerich/mode/thumb?view=theater,housingpeoplecit00meyerich,"Housing -- United States, Construction industry -- United States, City planning -- United States","5.1,4.2,5.6",Light,Charts and grahps,,,,
,"Housing, the continuing problem",United States. National Resources Planning Board,"[Washington, U.S, Govt. Print. Off.",1940,http://www.archive.org/details/housingcontinuindec1940rich/mode/thumb?view=theater,housingcontinuindec1940rich,Housing,5.1,Medium,"Infographics, charts",,x,,
,How children learn about human rights,"Hill, Wilhelmina, 1902-","[Washington] Federal Security Agency, Office of Education",1951,http://www.archive.org/details/howchildrenlearn1951hillrich/mode/thumb?view=theater,howchildrenlearn1951hillrich,"Liberty, Civil rights",10.0,,,,,,
,"How crops grow. A treatise of the chemical composition, structure, and life of the plant, for all students of agriculture ..","Johnson, Samuel W. (Samuel William), 1830-1909","New York, Orange Judd & company",c1868,http://www.archive.org/details/howcropsgrowtrea00johnrich/mode/thumb?view=theater,howcropsgrowtrea00johnrich,"Agricultural chemistry, Growth (Plants)","2.0,1.1,12.4",Medium,Scientific Illustrations,,,,
,How do you like New York? An informal guide,"McAdoo, Eva T","New York, The Macmillan company",1936,http://www.archive.org/details/howdoyoulikeny00mcadrich/mode/thumb?view=theater,howdoyoulikeny00mcadrich,New York (N.Y.) -- Guidebooks,"0.4,4.3",Light,Photos,,,,
,"How Marcus Whitman saved Oregon : a true romance of patriotic heroism, Christian devotion and final martyrdom, with sketches of life on the plains and mountains in pioneer days","Nixon, Oliver Woodson, 1825-1905",Chicago : Star Publishing Company,1895,http://www.archive.org/details/howmarcuswhitman00nixorich/mode/thumb?view=theater,howmarcuswhitman00nixorich,"Whitman, Marcus, 1802-1847, Northwest, Pacific -- History, Oregon -- History To 1859","0.1,9.5",Light,Photos and Illustrations,,,,
,How socialism works,"Strachey, John, 1901-1963","New York, Modern age books",1939,http://www.archive.org/details/howsocialismwork00strarich/mode/thumb?view=theater,howsocialismwork00strarich,Socialism,11.4,,,,,,
,"How to be a man : a book for boys, containing useful hints on the formation of character","Newcomb, Harvey, 1803-1863","Boston : Gould, Kendall, and Lincoln",1847,http://www.archive.org/details/howtobemanbookfo00newcrich/mode/thumb?view=theater,howtobemanbookfo00newcrich,"Conduct of life, Boys","10.1,9.1",,,,,,
,How to build and operate a mobile-home park,"Michelon, Leno Ceno, 1918-",Chicago : Mobile Homes Manufacturers Association,1955,http://www.archive.org/details/howtobuildoperat00michrich/mode/thumb?view=theater,howtobuildoperat00michrich,Trailer camps,"5.1,5.6,12.2,5.2",Medium,Photos and illustrations,,,,
,How to keep out of trouble,"Weiss, William S. [from old catalog]","Garden City, N.Y., Doubleday, Doran and company, inc.",1942,http://www.archive.org/details/howtokeepoutoftr00weisrich/mode/thumb?view=theater,howtokeepoutoftr00weisrich,Law -- New York (State) Compends. [from old catalog],"10.2,12.2",,,,,,
